,username,score,content,date,like
97,溺水沉舟,5,校园暴力真的值得关注，孩子们的身心健康最为重要，电影的主题是社会关注的话题，主演主创用心了，扩大影响，希望社会越来越关注，自家亲戚的小孩就被校园暴力过，深受其害，电影就该这样有其价值和作用，一部有影响有益的好电影?,2019/10/25,1332
98,卡蜜儿,5,优秀的制作班底，电影人有电影人自己的坚持，即使再黑暗也有阳光透进来，我们都不是孤岛，演员表演让人惊艳，没想到四字弟弟的表演天赋这么高，期待他的未来，周冬雨这次也有了突破，果然是影后。,2019/10/25,1313
99,徐若风,5,4.5  目前的今年华语片最佳。几乎塞满人物大特写镜头，是一次疯狂赌博，曾国祥赌赢了——这两张脸、他们的眼睛。周冬雨和易烊千玺供出了极度锋利、痛彻心扉的表演，里面包含极度复杂的情感和社会困局探讨。情节层次上，每个转折点都用力到让人感觉快受不住了，结果还可以不停反转，像不间断机枪扫射，审讯戏那里我已经千疮百孔了。不会再看这部电影第二遍，承受不住痛苦。(看完一周后为了再看看演员的表演，还是食言去看了第二遍....),2019/10/25,601
100,嘟嘟熊之父,5,电影只拍了一小段，是他们在阴沟里短暂的相逢，小北用尽全身的力气将陈念托起上岸，任由泥沼盖过他的头顶。电影拍不到的是他们漫长的余生，伤口尚未愈合，疤痕已显出轮廓，通向光明的大门仅打开一次，更浑浊的污泥正汹涌而来。影像时刻处于压迫欲裂的边缘，忽明忽暗的灯，黑云压顶的雨，嘈嘈切切的声，无处躲藏的脸。陈念的眼泪流个不停，是害怕、委屈还是不服？都不是，是她活下去的勇气，是她对小北的爱。,2019/10/25,586
101,叉烧包,2,剧本太拖沓了，节奏缓慢，不好看,2019/10/25,334
102,小四,1,白夜行+嫌疑人X的献身+恶意，很难不去想这三本书……,2019/10/26,288
103,陆支羽,4,1. 一代人终将长大，但总有人正少年；再伤痕累累的失乐园，也依然会有人信仰未来。2.并不想用“年度最佳青春片”之类的冠冕堂皇来形容，因为它值得更有温度的赞叹。3.众所周知，这部电影的诞生已然太难；而它真正的闪光之处，绝不仅仅只在于对校园欺凌题材的触碰，以及整个社会为此付诸的努力，更在于对那片不可言说的刺探，这曾是我们每个人或多或少经历过的另一种残酷青春。3.易烊千玺能将小北演得如此有血有肉，并不让我感到惊讶，有悟性又肯努力的他，已然突破偶像派壁垒，即便这只是银幕首秀。4.而周冬雨的脸，则越来越经得起长久凝视，她再次跳出之前所有角色的窠臼，认真塑造了一个半明半暗的陈念。5.继《七月与安生》后，曾国祥导演又一次成功证明了创作才华；而摄影师余静萍的手持晃镜，在熨帖生活质感的同时，又有着宿命的气息。,2019/10/25,525
104,时间之葬,5,真正的年度惊喜，目前为止的华语年度最佳，基本上，这就是今年的《嘉年华》。这个题材的现实意义想必无需赘言，令人惊讶的是曾国祥这次在这个方向上走了那么远。周冬雨和易烊千玺的演技和爆发力都令人惊叹，尤其是前者，无论是那个大胆的板寸造型还是那些不易察觉的细微身体抽搐，都在她那看似弱小的身躯里蕴藏了极其强大的能量。这是她继《七月与安生》后演技的第二次蜕变，隐约感觉第二座影后奖在向她招手了。最喜欢的一场，是审讯室里不断切换的招供戏，那是无望的呐喊，更是勇敢的控诉。这两张直视镜头的脸，会是这一年的银幕记忆。,2019/10/25,1084
105,影志,4,“- 你往前走，我一定在你后面。- 你在我后面干嘛？”、还有那个披床单吓司机…哈哈哈，周冬雨真是百搭啊，而且对方都会被衬搭的很好看。易烊千玺出息了，表现竟超出预期。“我喜欢一个人，就想给她最好的结局。只有你赢了，我才不算输”、“你保护世界，我保护你”，电影透露的少年气，意外惊喜。你有多被这个世界欺负，就有多少人想保护你。最后的警局审讯戏成为情绪的一个制高点，被拯救者的、无辜的与负重的…包裹出电影的温暖与厚度，身边观众哭倒一片。经历过少年，20年后更懂纯粹的青春。“我们生活在阴沟里，但依然能仰望星空”,2019/10/25,518
106,猴赛雷,1,不可以。所有的电影制作方都应该知道，买抄袭作品的版权就是不可以。,2019/10/26,289
107,M.,5,你保护世界，我们保护你。,2019/10/25,812
108,改个名字,5,"“总有一个人曾是少年的你”，这句话非常戳我，希望我们的学生孩子们，如果陷入迷茫和低落时，都能像小北一样找到自己的希望和温暖，有信念，就有未来。
而两位主演易烊千玺和周冬雨的表现可以用挖心来形容，毫不夸张的说，即将奔三的我被这种彼此守候，给予对方希望的真挚情感所打动，几度眼眶湿润。你保护世界，我保护你。",2019/10/25,839
109,橙汁儿鬼才,1,为了片尾曲青峰的作词去看的，我真不是啥黑粉什么的，甚至对千玺和周冬雨的颜和演技还属于路人粉，朋友圈都在疯狂安利，我就放心的去看了，但看完电影之后……我以为我看了东野圭吾嫌疑人和白夜行的翻拍剧……有几个场面太太太像了，就是那种说不出哪里像但整体感觉就特别像的那种，搞得我还有点懵。回来之后搜了微博和豆瓣，才知道原作者玖月晞的恶心事件，，我特么白瞎了30块钱交了智商税，原创真的太难了，版权意思真的太薄弱了，一边cx的作者赚的盆满钵满，参与cx的演员名利双收，另一边，被抄的原创房租都可能交不起，还要被一群人骂:酸什么，你写的没人看，我能火是我的本事……唉,2019/10/26,273
110,的的儿,5,小北真的太温柔了，陈念是他的希望，他所有的温柔也都给了陈念。,2019/10/25,819
111,沙雕怂怂,5,真的很棒！也许你曾一直生活在黑暗之中，但总会期望看到真正的光明。两个少年互相支撑彼此走向心中的光明，也许一切来的都不容易，过程几经波折，但是黑夜的最后总会有光，正如电影中所说，你保护世界我保护你，我喜欢一个人，我只想给她最好的结局。这个电影真的值得。,2019/10/25,823
112,兵荒马乱,5,黑暗的角落遍布世界每个地方，少年在泥沼里挣扎，反抗，直至绝望。就像陈念写的，有人生活在阴沟，却依旧仰望光明。时间万物皆苦，你是我唯一的救赎。,2019/10/25,783
113,一点点浮夸,1,抄袭东野圭吾能不好看吗，演技及格，剧情节奏杂乱,2019/10/26,280
114,欢乐分裂,4,在黑暗中共生，在光明中跟随。“你太干净了”。真的相当催泪，不得不赞叹曾国祥对演员的调教能力，不得不承认两位主演的选角之契合，大量紧贴脸部的大特写几乎让毛孔清晰可见，但表演也是经得起摄影机这般长久凝视。这是少年才有的冲动热血，这是少年独有的果敢无畏，“你和我都不会，但他们还是少年。”审讯重头戏，顶光直贯而下，但身上和脸上落下的阴影才是他们共同守护的秘密，眼角隐隐泛起的泪是命运共同体的密码，在这一刻，我终于成为你日光下的一道阴影。成为你生命中的一道伤痕。揭秘真相的回溯拍得非常有力，闪回的记忆，碎片拼凑的信息，惊鸿一现的念头，不愿想起的瞬间，都在英语的三种基本时态中停伫、回温、释放，于是他们在探监室玻璃上的倒影重叠模糊，他们享受着光折射出的红影，此刻他们终于肩并肩走在日光下了。,2019/10/25,534
115,银,5,只有少年，他们觉得值得。,2019/10/25,827
116,yoyo哟,5,他们就是小北和陈念，他们就是。他们很好，不需要任何人打扰。,2019/10/25,843
117,lalalalaaa,1,原作者也是被霸凌的人,2019/10/26,266
118,环游行星.,1,虽然 但是 。我觉得抄袭这件事的确可耻。但是不得不说，这部电影是翻牌嫌疑人x的献身和白夜行中评分最高的了。毕竟融梗天后玖月晞 七个字早已深入骨髓,2019/10/26,251
119,如鲸向海,5,看到了校园暴力，也看到了爱与希望！,2019/10/25,823
120,balabalabar,5,从官宣之后就一直在期待的电影，易烊千玺和周冬雨的主创组合真的很让人惊喜，成熟而不乏少年感。演技真的没话说，代入感太强了，情绪一直被牵引着，准备二刷！,2019/10/25,795
121,静静地吃瓜,5,我经历过校园暴力，我知道有多难受，我体会到过绝望，没有人帮你的时候就想掉落在漩涡里，太难了。两位主演很棒，预告就吸引人，正片让我更加觉得，抓住希望是多么幸运啊。感谢他们的演绎。,2019/10/25,802
122,殇,5,被少年们的遭遇所触痛。他们就如野蛮生长的野草，一直向上攀岩，眼里总是有光有希望的。,2019/10/25,841
123,燕子的简单生活,5,《少年的你》关爱少年的心理健康和学习环境问题。这方面确实需要有关部门和整个学校、社会的重视。非常好的题材。,2019/10/25,790
124,Miss Flamingo,5,迟到了4个月的少年，一如当初期待的模样。2019年的夏天，终于到来。欢迎你，小北！！！！ 非常用心，非常真实，非常感动。感谢所有主创和幕后人员，一切的等待，都值得。????????,2019/10/25,777
125,哲子12138,5,"从来没经历过校园暴力，但看过别人经历过，可我从没站在受害者的角度替他考虑，以为是普通打打闹闹，说来惭愧。题材不仅校园霸凌，还有很多挖掘人内心的东西。论述故事的方式，主演顶流加影后扮演乖乖女学霸加小混混，演技出色，剧组出自七月与安生以及配乐还专门出了OST，我都好喜欢。
那么多大咖，媒体人都看过了也没说过抄袭，要是真抄袭了照这个热度早就被告了。还有一些人根本不是为了抵制抄袭而是对演员有偏见吧。不要对观众指手画脚，观众没有义务去评判是否抄袭，既然上映了我们就有权利花钱去看。原作者出书的时候为什么不去抵制，出了书上市卖不就是有让大家买的机会和有翻拍的权利吗，造成现在的局面网友又骂骂咧咧了，有些东西要从根源去制止，骂导演演员观众有毛用。不是全民抵制抄袭作品就能让抄袭风气彻底消失的，凡事要从根源去解决",2019/10/25,838
126,阿德,5,这个完成度，说对曾国祥刮目相看也不为过，对得起这个题材，讲故事的手法也很高级。校园欺凌每个人或多或少都经历过，这部电影会让你反思，曾经面对校园欺凌的时候，你做过什么？,2019/10/25,718
127,张小北,5,也是词穷了，就是非常棒吧！能看出来修改痕迹，但还是非常棒。所有环节都很好。也没必要变着花的夸了。以前我都不认识易烊千玺，但这次真是恭喜他了。,2019/10/26,572
128,一碗茶泡饭,5,你保护世界，我保护你，希望在未来我也能遇到小北那样一个温柔强大的人。,2019/10/25,846
129,荞麦,5,霸凌并不是重点，而是失去大人保护的少年们如何生存。我哭得快晕过去了他妈的。为看到如此真实的内地青春世界多加一颗星。,2019/10/25,689
130,Python,5,期待了很久，终于去看了，四字弟弟和小黄鸭真的?，鸭鸭哭的我心都疼死了！虽然没有经历过校园暴力，但是也曾经看到过这种事情！期待这样题材的影片越来越多。我们稍微进步一下，也是这个社会的进步。少年的你值得5分！,2019/10/25,868
131,掉线,5,【B+】如无意外，这就是今年华语电影最佳。质量，大胆程度，题材的现实意义，都宛如另一部药神。在校园暴力这件事上，浅层是在批评霸凌，深层更是直指整个社会的教育缺失，和成年人对青少年自以为是的了解与冷漠。而小北和陈念白夜行一般，互相舔舐却又无法相认的情感关系也极其催泪。比之《七月与安生》，曾国祥的导演水平成熟很多，大量手持镜头，特写，利落的剪辑和逼迫的音效。将这个冰冷，残酷，压力无处不在的少年世界，压抑到让人喘不过气。因为审查等原因，最后三十分钟略拖泥带水，但总体来说，仍是今年最值得去影院支持的作品。最后，周冬雨易烊千玺演技双炸。,2019/10/25,701
132,我就是随便起的,5,整个电影看下来，感染力很强，人物的塑造也算是成功的，能够让人产生共鸣的。两个主演都是演技在线，而且电影的命题很好。仰望希望，抬头会有一片星光。,2019/10/25,877
133,乌鸦火堂,5,“我们生活在阴沟，但依然能仰望星空”。或许并不是我们的青春，但一定是最深刻的青春电影，如此题材尺度比想象中的大，拍出了现实的冰冷与温度，还未成年的他们，被迫进入这个成年的世界中，尝到了来自这个现实第一份残酷。陈念与小北，就像两只流浪小野猫，在被压抑的世界野蛮生长。对方都如冰冷世界中的一抹光辉，互相慰藉相互扶持。卑微的人聆听风雷，勇敢而纯洁的人用行动打破规则。所有演员都很精彩！不得不说周冬雨演技实在太棒了，这次柔弱的小女生，真的是颠覆了以往的形象，结尾真情实感带动全片气氛，她的面孔，经得起大银幕的考验和无数次的特写。,2019/10/25,1109
134,谋杀游戏机,4,好久没看到如此真实、凛冽、有力的华语电影了，“你保护世界，我保护你”，看完心情澎湃无法平息，不负这么久的期待。太好的导演，太好的两位演员，摄影、配乐都很出彩。在诸多近景、特写镜头的注视下，素颜、剃平寸的周冬雨呈现出继《七月与安生》后最有质感的表演，也彻底跳出了同质化角色套路，多场哭戏都演绎得深入人心。周冬雨再次以扎实演技证明了影后实力。,2019/10/25,1018
135,？者,5,敢拍敢上就已经赢了,2019/10/25,675
136,汐雅淳兮,5,四字弟弟的演技惊到我了！！太厉害了！完全不输影后！好棒！支持！,2019/10/25,766
137,无事不登三宝殿,5,后半段基本都是哭着下来的 校园暴力真的不容忽视！同时家庭的陪伴和教育也很重要，它承载了一个孩子的希望。曾国祥真的牛逼！主创牛逼！四字真的惊艳我妈了！未来给我冲！,2019/10/25,762
138,玖月杰奏,5,全程不打扰大家，不尖叫不出声，毕竟期待了很久。很好看！泪点高的我也哭了，演员演技都很棒！17岁，进中戏之前的作品，可圈可点可进步。,2019/10/25,741
139,伊豆,1,电影博主集体恰烂钱。原作抄袭融梗，电影硬要说就是青春疼痛。至于演技，打扰了。,2019/10/26,249
140,蛀牙,5,剧情太虐了，这个话题让我很抑郁。希望陈念们都会快速成长。多一些小北们帮陈念走出阴霾,2019/10/25,686
141,xx xx,5,我很幸运 有爱我的爸爸妈妈 有善良的朋友 可是现实生活中有很多我们看不到的 像陈念和小北一样的人 生活在黑暗里,2019/10/25,728
142,开心,5,四字弟弟和小黄鸭原来可以这么相匹配，黄鸭继七月与安生后又一部代表作，四字弟弟超出惊喜！两个人都完成的非常不错，编剧确实下功夫了，未来影坛一定有两位一席之地！,2019/10/25,733
143,干嘛呢干嘛呢,5,小黄鸭和弟弟的组合，诚不欺我。周冬雨不愧是影后，我感觉比七月与安生那时上了几个层次，每一帧都能感染到我。刘北山真的太帅了，我也想要一个小北。千玺给人的惊喜太大了，眼神真的会说话啊。探监那场简直全场高光，期待演员千玺更多的精彩。曾国祥导演太会导了，剧情、灯光、音乐...，看着真的是一种享受。总有一个人，会拼尽全力守护你，总有一个少年的你。在这部电影里校园欺凌以一种无比真实的艺术形式呈现给了大家，没有逃课，没有堕胎，没有车祸，有的是软弱，有的是逃避，有的是恐惧。还好最后导演给了我们希望。PS.高考备考这些场景真的过于真实。,2019/10/25,726
144,｜麦芒,5,每个艺术家的作品首先是他自己。小黄鸭和弟弟的眼神很入戏。,2019/10/25,698
145,Hugo,5,心智成熟，面容年轻。,2019/10/25,641
146,zero,5,任何人都可以仰望星空，但不是每个人都能遇到那个可以相互取暖带来依靠的人，希望看完电影的每个人都能受到感触，给自己给别人以温暖，青春应该是美好的回忆，故事的最后陈年成为她想成为的人，小北也无惧阳光,2019/10/25,688
147,不吃胡萝卜,5,在里面似乎能看到曾经年少的时的我们、你们或他们，或真实或执拗，或单纯或无知，或坚强或软弱，愿所有的少年都有爱守护,2019/10/25,684
148,干杯鱼,5,太好看了。易烊千玺让我刮目相看没想到演技这么好很有爆发力，冬雨一如既往的稳 歌也好听喜欢  小北说我喜欢一个人要给他最好的结局 我哭死了 我的青春啊！你快回来啊。年轻真好,2019/10/25,700
149,乘峰破浪,5,剧情很赞，易烊千玺的演技出乎意料，周冬雨也不错，这种题材的电影拍好不容易……期待易烊千玺弟弟的下次表演！,2019/10/25,684
150,冰桃雪梨,5,校园暴力一直是我们需要重点关注的问题，相信金马班底的实力，金马影后的演技，千玺演的太好了，少年的倔强，少年的痛，少年想要保护自己的全世界都淋漓尽致的表现出来，四字弟弟前途不可限量啊！！,2019/10/25,674
151,王祖贤,5,看完了更新！今早看电影之前看了热搜，有个热搜叫警方通报大连10岁女孩被杀案，看了好难受！虽然我现在工作已经是工科了，但是还是喜欢看青少年犯罪系列的书籍，可能是因为我个人喜欢，也可能是因为我们那个年代对这个话题都关注的不够多，更可能是法律不够完善。所以每次有青少年犯罪事件发生的时候都让人难受悲从中来！这个电影总体讲的也是青少年心理健康的问题，两个彼此依靠的孩子，被这个世界所压制，但又对新的生活很向往，抱住希望彼此救赎！整个剧情都让我感动，有几处让我这个30加的妇女差点溃不成军，两个主演感情都拿捏的很好，那种隐忍那种对生的希望！这个电影好像关注度挺高的，希望大家能通过这个戏对青少年心理健康给予更多更对的关注，希望法律能够尽快完善，希望每个孩子都能生活在阳光下，希望每个孩子都能怀抱希望又都有希望！,2019/10/25,682
152,陶华碧,1,少年的你这部电影就是一个裹着糖的屎，从表面看，它剧情精彩好评如潮，票房喜人，演员班底强大，流量＋演技派演技可圈可点，校园暴力立意深刻甚至有望冲奖，好像能成为一部好作品。然而无论剧本怎么改编，就算把抄袭的内容都删了，只要你还用着原著改编的东西，从本质上讲这部电影就烂透了，本质上就是腐烂的，这样一个东西不配任何好评甚至得奖，任何明知道抄袭还去支持的人都是这条抄袭产业链最后一关的支持者，以后也没有任何立场去反抄袭！这样一个东西是对所有原创作品和作者的侮辱甚至是对创作的侮辱！知乎里据理力争的人两种，一个是法学专业一个是文学创作相关，是因为他们知道关于抄袭在法律上还有多少漏洞，我国对于抄袭的定义和维权又有多么艰难，以及创作一个原创作品又有多么不容易，而对这部电影的双标态度更是目前所有原创的悲哀和讽刺。,2019/10/26,211
153,柚子好吃?,5,占座 哭得太狠了思路不清晰 稍后写,2019/10/25,636
154,Free falling,5,原来在每个人的身边，不管世界多么的黑暗，总会有个人默默的陪伴守护着你，他希望你永远是干净纯粹的，希望我的那个他能一直陪在我身边！,2019/10/25,669
155,小雨雨大魔王A,5,少年的我们无力抗拒校园暴力 小学时被同桌堵着要钱，到现在都还没忘记 那时候的我都不敢去上学 真的是谢谢 看到这么好的电影 电影中 透漏着的是希望,2019/10/25,645
156,浅蓝,5,真的超级有感染力。画质有点那种暗灰色的感觉，给人产生一种感同身受的情绪。千玺弟弟真的很棒！不知道为什么，看到小北和陈念我都有一种想哭的感觉。可能我太感性了吧！优秀的制作班底，优秀的演员，真的很值得推荐，很值得品味。记得去电影院看吆。,2019/10/25,664
157,倒了一水的桌子,5,等了挺久的，一直很喜欢现实题材的电影，中国的现实题材比较少。演员们的表演非常能戳心脏，眼神很有戏，能把人带入其中。导演的镜头也非常舒服，有很多特写镜头，都包含着很多的感情，比如说有一场长镜头，从人物滑到角落里的小雏菊，也是一种暗示着他像这路边的小雏菊一样陪着她。,2019/10/25,649
158,嘟嘟嘟嘟嘟嘟哒,5,我服了 我泪崩 我cao校园暴力,2019/10/25,597
159,未见青山远,5,"呜呜呜

这样一个校园暴力呢题材，有曾国祥导演指导，选景在重庆这样一个能容纳许多故事的城市，还有认真钻研角色的千玺，金马影后小黄鸭！咋能不期待！",2019/10/25,633
160,邓安庆,0,真好！周冬雨应该给她影后，易烊千玺新人奖。曾国祥始终能挖掘人物之间动人的部分，又如此细致入微地去铺垫。为了过审加的部分可以忽略。结尾在两人隔窗对视又哭又笑的那段就好了。,2019/10/25,300
161,云儿,5,有个少年，心有希望，心底柔软，但生活环境使他冷漠对世界，而念念的出现，让他觉得可以用我所有的未来去保护你！[流泪],2019/10/25,582
162,西西里的朗读者,2,"易烊千玺演技还行，白夜行等片类似故事拍过很多遍了，到底是要写实校园霸凌题材，还是男主为女主顶罪黑色题材？镜头全程杵脸上是什么鬼？
655",2019/10/25,195
163,my melody,3,融梗的你，这一星给连帽卫衣，全片mvp，东野圭吾好厉害。srds1?????也太帅了嗲，改六分了,2019/10/27,0
164,thanks!!,5,你保护世界 我保护你 这是什么神仙感情啊??千玺弟弟真是出乎我的意料 真真是一张大银幕的脸啊 搭配周冬雨这种级别的演员 真的太好看了 期待千玺弟弟以后的作品,2019/10/25,603
165,锦鲤妹妹,5,我们很好 不需要任何人祈祷 谢谢有你保护世界,2019/10/25,562
166,Strawberry,5,"作为校园暴力的亲身经历者，我真的感同身受。这部电影的题材真的沉重。在大桥上小北骑着摩托车载着陈念那一幕对我印象太深刻了，陈念跟小北说：“我不是你想的那样的人，我不想跟胡做朋友，其实我还挺喜欢她的。其实我让你保护我也有自己的目的。”言外之意是我也没想过要跟你在一起。小北微笑着说：“你说什么？”（大概意思，我不记得原话了）其实小北什么都知道，但他不会主动说出来。
小北保护陈念从来没有想过要有回报的，他就是单纯想去保护她的安全，保护她的梦和自由而已。
耳边响起Jay那句歌词“你什么都没有 却还为她（我）的梦加油”
这里也是我的催泪点。",2019/10/25,615
167,1,5,对千玺演技惊呆 很棒，影后也不是吹的，哭戏太打动我了,2019/10/25,573
168,我想要两个西游,5,在电影少年的你上映去看原著小说，小说不长，花了几个小时看完的。在残酷青春里算是文笔不错的了，玖月晞喜欢用场景的细微描写展现人物的内心世界。一个是个带着点痞气的男孩，一个是个经受校园欺凌却瘦弱无助的女孩，小小的他们在花一样的年纪却经历了不该经小小的他们在花一样的年纪却经历了不该经历的黑暗，忍受了不能忍受的忍受，也许他们是对这个世界充满恨意的，也许他们是对这个世界不抱期待的。还好，他们遇见了彼此，如同一缕暖暖的阳光，撕破黑暗照进了彼此的世界，两个同样孤独的人彼此相拥取暖。看小说的时候就自动带入两个主角的脸，然后发现导演组选角是真的超级符合了！！瘦瘦小小的小黄鸭，还有北野本野的千玺弟弟啊！！！！千玺弟弟演技真的有让人惊喜，周冬雨演技也算一众小花里拔尖的了，电影真的很棒，诚邀大家一起去电影院观赏?,2019/10/25,589
169,矢二介川青13,1,少年的你要站在抄袭的对面,2019/10/26,169
170,Airhorn,1,路人，是叫路人是吧？,2019/10/26,153
171,花生i电影,1,电影拍的不错，导演和演员都很好，但这是根据抄袭的原著改编的，本是一部不该拍出来的电影,2019/10/26,148
172,陌风,1,一开始知道是抄袭其实是不想去看的，但票价便宜我就去看了，结果体验非常差，一到易烊千玺出场就有脑残粉惊呼好帅，接吻那一直喊不要不要，本来看他就有点出戏，这下更出戏了，剧情也抄袭石锤了,2019/10/26,166
173,-?Dove.,1,中戏也没人能教的了他了呢,2019/10/26,154
174,天边那片云,1,剧情假，男主演技尴尬。如果是张一山就完美了。,2019/10/26,163
175,熊阿姨,4,易烊千玺一夜炸裂，两个年轻演员的表演就是最浓厚的滤镜，所有的情节、逻辑、台词的理性判断，都要让位给二人巨幅面部特写的情感冲击。周冬雨演出了雀斑和眼泪的不同层次，弟弟让人倒吸一口凉气，帅气的男演员多，有性魅力的才是珍宝，你不得不相信二人焊死在一起的坚硬的感情。高考的集体PTSD也在加重观众情绪，相比之下，反而是霸凌的背景有些干瘪扁平了。,2019/10/26,314
176,水木丁,0,华人电影的近代史上，大陆没有贡献过一个经典的少年人物形象，千玺终于刷新了这个零。,2019/10/26,212
177,山鬼,5,每个人心中都要想要呵护保护的人、事，碰巧都和你有关。,2019/10/25,528
178,文刀大土申,5,好看，可以列到年度华语电影名单，从电影题材的意义到剧本创作，再到导演整体的掌控能力，以及两位主角的表现力，都达到了最佳的呈现，易烊千玺是惊喜，他眼神里有戏。他走个路子（选片）就对了。4.5,2019/10/25,448
179,酱汁面面,5,"在正好的年华里，陈念与小北经历了本不应承受的痛苦与折磨。男女主演技都在线，让人能很快的融入角色产生共情，小黄鸭一个女生能剃寸头真的很敬业了，还有这次也确实被千玺弟弟惊艳到了，小孩真的不错，看过十二时辰，这次又看了少年的你，两种角色跨度很大，并且也都驾驭的很好，希望弟弟以后一步一个脚印继续加油呀。
无论身处于怎样的逆境中，却依旧心怀希望，我想这就是这部电影所带给我的感动，心怀希望，黎明终将到来。
无论是陈念，还是小北，还是屏幕前的你我。
惟愿一生顺遂。",2019/10/25,562
180,炸了炸了砰砰砰,5,我很庆幸从小到大遇到的同学都是温柔和善的人。,2019/10/25,537
181,ZIJI,5,两位演员的眼神太触动人心了 那些疼痛和韧劲都感受到了 跟着他们一起哭 我想守住这份希望和温柔,2019/10/25,520
182,小汤圆,1,今天去看了一下，真的太烂了，改的乱七八糟的！,2019/10/26,165
183,花花糖,5,成长的意义啊。,2019/10/25,509
184,乌合之众,5,"不是每个人身边都会有小北
但希望每个人身边都充满阳光",2019/10/25,495
185,青苔,5,为一人，拼尽所有未来！,2019/10/25,488
186,LOOK,4,3.5 必须说句公道话，在没有分级制的情况下，这电影确实有点为难电影局。但这剧本倒也不是仅仅搏题材，环境、人物、人物关系都很立体丰富，张力展开的过程非常有层次，直至高潮爆破将议题、人物的处境、真实的人性抉择展现淋漓。就是结局还是改了，不改的话过于震撼。,2019/10/25,305
187,啾啾,5,学生时期的青涩年华，是伤痕与笑声谱成的不完美乐章。它承载的不止是青春的疼痛，还有纯真无邪的爱恨。小北和念念加油！,2019/10/25,500
188,今天更博学了吗,5,陈念和小北都很好棒 为了自己守护的人和东西都一直在努力坚持 你保护世界我保护你 都看哭了,2019/10/25,469
189,叫wei吧,5,很多时候人生就是这样，不能事事顺心如意，甚至是很残酷，每个时期不同的小孩都有不同的烦恼，想到了班上的学生，也幸亏他们在学校的引导下，健康快乐成长,2019/10/25,484
190,万人中央,1,"微博摘抄两条热评表达我的心情：1、《少年的你》以豆瓣8.7的好成绩开分，成为目前东野圭吾作品改编影视剧的新标杆
2、易烊千玺之前说自己喜欢东野圭吾，还推荐过《白夜行》",2019/10/25,148
191,第一胖虎,5,你保护世界，我保护你。这个世界总会有一点微光，让你感受到还有希望，我想陈念对于小北就是这样的一个存在吧。,2019/10/25,465
192,晴晴青Qing?,5,我很遗憾我的青春没有一个像小北一样的人来保护我，但同时我又很幸运我没有陈念那样的经历。两位主演很好，很棒，很喜欢，很能共情，值得一看。,2019/10/25,470
193,大島,4,一上来差点没听懂was和used to be到底有什么区别,2019/10/27,176
194,赫塔费发挥嘉宾,1,就不提融梗抄袭这种垃圾事了，光只从电影的逻辑细节看就是垃圾无疑，不住校、高考所谓优秀生披头散发，公然带耳机等等等等等，真帮人是公开假装打110？难道不是背后打么，呕,2019/10/26,138
195,眠去,5,周冬雨被剃头之后从背后拦住小北，那个仇恨的眼神让我打了个寒颤。最后两人在探监室隔着玻璃互望那段，真的五星赞爆了。没想到，我更喜欢现在电影改动后的结局，而不是小说里白夜行般两人将永远走在黑暗中。ps想让郭敬明导演来看看究竟怎么拍才叫校园霸凌。,2019/10/25,344
196,fuck baby,5,"最好的小北，最好的易烊千玺。
演员易烊千玺很棒，很优秀。",2019/10/25,436
197,芝麻儿,5,两个少年，被世界无端针对，对视的那一眼，我瞬间落泪。多希望这个世界善良一点。,2019/10/25,433
198,咱说,3,一开场就打下了四星的底子，看得出导演是很用心地在做戏。但是从三分之二处，小北假装强奸陈念那一幕起，就出了很大的问题，往后越拖拉越扣分。一个没文化的小混混心甘情愿为一个他喜欢的且有着远大前程的女生去做替罪羊，这本身是一个很庸俗的价值观设定——没文化的人命更贱。第一，观众都知道国产电影的结局必然是犯罪之人要伏法，在结局既定的前提下，编剧还去编造这种替罪羊的情节，未免太思维定势，不如大胆反常规，反正最后都要圆回来；第二，男女主角在文化程度上的鸿沟已经决定了俩人未来在价值观等人生诸方面的鸿沟，俩人未来在一起的可能性非常低，而前面所有的情节铺垫都没有让观众看到这俩人爱得死去活来以至于男方义无反顾地要做替罪羊的程度，俩人连小嘴都没真的亲过一回呢，更别说缠绵悱恻了，当然了，国产电影不许未成年人相爱。,2019/10/26,140
199,我就看看,5,欢迎你的到来，小北。（还理不清要说啥 ，先去哭了）,2019/10/25,393
200,l.l.,2,为什么不直接拍东野圭吾,2019/10/27,115
201,Culaccino,5,"我认为《少年的你》是一部有力量的影片。它的力量在于唤起，唤起大众的社会责任感，唤起大众对青少年心理健康问题的关注，唤起那些“旁观者”帮助身边“受伤”同伴的冲动！
谁的学生时代没有经历过校园霸凌呢？我看到过施暴者的“得意洋洋”，我看到过受伤害者的“畏畏缩缩”，更多的，我看到的是事不关己的漠然眼神。聚焦校园霸凌，我们零容忍，切实行动！
这部电影具有强烈的社会责任感。在校园霸凌这个问题上，我们每个人都经历过，或许你是施暴者，或许你是受害者，更多的是旁观者。愿此片汇聚起共同抵制校园霸凌的力量，伸出你我双手，守护光明和希望。
觉得四字弟弟开创了一片新天地，打破了大众对流量的认知，眼神很有戏，情感处理非常细腻，情节展现淋漓尽致，感觉弟弟是真的走进了人物，与人物感同身受，他是演员易烊千玺。",2019/10/25,430
202,啵啵啵啵mua～,5,希望世界上每个陈念身边都有个小北?希望世界上再无校园暴力?,2019/10/25,415
203,把噗,3,一部无主之作。,2019/10/26,110
